ROLL_NO,REGISTRATION_NUMBER,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,DSBDA,CC,AI,WT,EM-3,ACADEMIC_PROGRAM,TOTAL_MARKS
11828,SB11201420126704,F,Stratum 2,PRIVATE,ACADEMIC,61,56,61,61,61,INDUSTRIAL ENGINEERING,300
11829,SB11201420126849,F,Stratum 2,PRIVATE,ACADEMIC,75,60,64,71,73,CIVIL ENGINEERING,343
11830,SB11201420127541,M,Stratum 6,PRIVATE,ACADEMIC,95,67,75,80,71,CIVIL ENGINEERING,388
11831,SB11201420128084,F,Stratum 3,PRIVATE,ACADEMIC,75,75,63,68,84,ELECTRONIC ENGINEERING,365
11832,SB11201420128949,F,Stratum 3,PRIVATE,ACADEMIC,61,67,65,65,68,CHEMICAL ENGINEERING,326
11833,SB11201420129054,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,79,70,73,79,79,MECHANICAL ENGINEERING,380
11834,SB11201420129632,F,Stratum 4,PRIVATE,ACADEMIC,72,63,67,64,67,INDUSTRIAL ENGINEERING,333
11835,SB11201420129639,F,Stratum 4,PRIVATE,ACADEMIC,75,60,72,65,93,CIVIL ENGINEERING,365
11836,SB11201420129653,F,Stratum 3,PRIVATE,ACADEMIC,67,60,56,60,59,INDUSTRIAL ENGINEERING,302
11837,SB11201420129669,F,Stratum 3,PRIVATE,ACADEMIC,75,75,72,68,88,INDUSTRIAL ENGINEERING,378
11838,SB11201420130310,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,62,60,69,70,52,CHEMICAL ENGINEERING,313
11839,SB11201420132255,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,74,61,64,75,61,INDUSTRIAL ENGINEERING,335
11840,SB11201420132845,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,77,72,75,73,93,CHEMICAL ENGINEERING,390
11841,SB11201420133355,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,79,69,69,69,85,CIVIL ENGINEERING,371
11842,SB11201420133891,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,58,61,64,68,65,MECHATRONICS ENGINEERING,316
11843,SB11201420134537,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,61,62,54,59,49,INDUSTRIAL ENGINEERING,285
11844,SB11201420134573,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,81,75,65,70,77,INDUSTRIAL ENGINEERING,368
11845,SB11201420136989,F,Stratum 5,PRIVATE,ACADEMIC,67,67,61,60,60,INDUSTRIAL ENGINEERING,315
11846,SB11201420139047,M,Stratum 1,PRIVATE,ACADEMIC,62,57,53,59,58,MECHANICAL ENGINEERING,289
11847,SB11201420140026,F,Stratum 4,PRIVATE,ACADEMIC,70,75,65,72,73,INDUSTRIAL ENGINEERING,355
11848,SB11201420140118,F,Stratum 4,PRIVATE,ACADEMIC,61,72,69,62,52,INDUSTRIAL ENGINEERING,316
11849,SB11201420140605,F,Stratum 2,PRIVATE,ACADEMIC,85,65,75,76,84,CIVIL ENGINEERING,385
11850,SB11201420141027,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,70,65,62,76,66,CHEMICAL ENGINEERING,339
11851,SB11201420141313,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,59,63,64,69,64,INDUSTRIAL ENGINEERING,319
11852,SB11201420142107,M,Stratum 4,PRIVATE,ACADEMIC,61,44,59,65,57,CIVIL ENGINEERING,286
11853,SB11201420142424,M,Stratum 5,PRIVATE,ACADEMIC,78,77,81,86,78,MECHANICAL ENGINEERING,400
11854,SB11201420142437,M,Stratum 4,PRIVATE,ACADEMIC,81,60,63,73,81,INDUSTRIAL ENGINEERING,358
11855,SB11201420142488,M,Stratum 4,PRIVATE,ACADEMIC,72,50,60,68,71,CIVIL ENGINEERING,321
11856,SB11201420142495,F,Stratum 4,PRIVATE,ACADEMIC,67,72,71,76,93,CHEMICAL ENGINEERING,379
11857,SB11201420142510,F,Stratum 5,PRIVATE,ACADEMIC,92,75,72,87,100,MECHANICAL ENGINEERING,426
11858,SB11201420143222,M,Stratum 1,PUBLIC,ACADEMIC,69,60,75,67,58,INDUSTRIAL ENGINEERING,329
11859,SB11201420143589,M,Stratum 3,PRIVATE,ACADEMIC,99,72,87,85,88,INDUSTRIAL ENGINEERING,431
11860,SB11201420143644,F,Stratum 1,PRIVATE,ACADEMIC,77,65,67,61,79,CHEMICAL ENGINEERING,349
11861,SB11201420143750,F,Stratum 4,PRIVATE,ACADEMIC,92,92,67,89,100,INDUSTRIAL ENGINEERING,440
11862,SB11201420143773,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,83,52,72,73,68,INDUSTRIAL ENGINEERING,348
11863,SB11201420144028,F,Stratum 3,PRIVATE,ACADEMIC,72,72,67,70,88,CIVIL ENGINEERING,369
11864,SB11201420144046,F,Stratum 5,PRIVATE,ACADEMIC,81,100,93,78,100,INDUSTRIAL ENGINEERING,452
11865,SB11201420144187,M,Stratum 5,PRIVATE,ACADEMIC,77,72,63,76,100,CIVIL ENGINEERING,388
11866,SB11201420144192,M,Stratum 4,PRIVATE,ACADEMIC,92,78,78,83,100,MECHANICAL ENGINEERING,431
11867,SB11201420144216,M,Stratum 5,PRIVATE,ACADEMIC,99,69,78,85,93,CHEMICAL ENGINEERING,424
11868,SB11201420144217,M,Stratum 5,PRIVATE,ACADEMIC,75,69,77,88,100,MECHANICAL ENGINEERING,409
11869,SB11201420144220,F,Stratum 5,PRIVATE,ACADEMIC,67,75,58,73,88,INDUSTRIAL ENGINEERING,361
11870,SB11201420144225,F,Stratum 6,PRIVATE,ACADEMIC,64,60,59,70,100,INDUSTRIAL ENGINEERING,353
11871,SB11201420144239,M,Stratum 4,PRIVATE,ACADEMIC,100,92,75,81,93,MECHANICAL ENGINEERING,441
11872,SB11201420145368,M,Stratum 4,PRIVATE,ACADEMIC,58,57,49,56,54,INDUSTRIAL ENGINEERING,274
11873,SB11201420145523,F,Stratum 4,PRIVATE,ACADEMIC,85,75,71,77,88,CIVIL ENGINEERING,396
11874,SB11201420145611,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,81,54,67,66,57,MECHATRONICS ENGINEERING,325
11875,SB11201420146478,M,Stratum 3,PUBLIC,TECHNICAL,66,55,59,52,61,INDUSTRIAL ENGINEERING,293
11876,SB11201420147136,F,Stratum 2,PUBLIC,ACADEMIC,70,70,73,78,68,CHEMICAL ENGINEERING,359
11877,SB11201420147443,F,Stratum 3,PRIVATE,ACADEMIC,75,67,62,74,88,INDUSTRIAL ENGINEERING,366
11878,SB11201420147676,M,Stratum 3,PRIVATE,TECHNICAL,79,70,71,70,77,INDUSTRIAL ENGINEERING,367
11879,SB11201420148328,F,Stratum 2,PRIVATE,ACADEMIC,62,78,62,69,71,INDUSTRIAL ENGINEERING,342
11880,SB11201420148543,F,Stratum 4,PRIVATE,ACADEMIC,79,65,73,79,93,ELECTRONIC ENGINEERING,389
11881,SB11201420149544,M,Stratum 3,PRIVATE,ACADEMIC,57,63,69,60,59,INDUSTRIAL ENGINEERING,308
11882,SB11201420149554,F,Stratum 4,PRIVATE,ACADEMIC,58,57,61,62,68,CHEMICAL ENGINEERING,306
11883,SB11201420149637,M,Stratum 3,PRIVATE,TECHNICAL,92,67,64,69,71,CIVIL ENGINEERING,363
11884,SB11201420150832,F,Stratum 2,PUBLIC,TECHNICAL,61,58,44,62,58,INDUSTRIAL ENGINEERING,283
11885,SB11201420151408,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,81,65,69,77,82,CIVIL ENGINEERING,374
11886,SB11201420151554,M,Stratum 1,PUBLIC,ACADEMIC,61,65,61,69,48,MECHATRONICS ENGINEERING,304
11887,SB11201420151569,M,Stratum 4,PRIVATE,ACADEMIC,99,92,70,91,69,ELECTRONIC ENGINEERING,421
11888,SB11201420151654,F,Stratum 4,PRIVATE,ACADEMIC,77,62,59,74,79,INDUSTRIAL ENGINEERING,351
11889,SB11201420152360,M,Stratum 2,PUBLIC,TECHNICAL,87,65,83,84,81,ELECTRONIC ENGINEERING,400
11890,SB11201420152437,F,Stratum 3,PRIVATE,ACADEMIC,58,61,59,62,71,INDUSTRIAL ENGINEERING,311
11891,SB11201420152650,M,Stratum 5,PRIVATE,ACADEMIC,69,60,69,67,64,CIVIL ENGINEERING,329
11892,SB11201420154298,M,Stratum 3,PUBLIC,TECHNICAL,92,65,81,78,68,INDUSTRIAL ENGINEERING,384
11893,SB11201420154633,M,Stratum 4,PRIVATE,ACADEMIC,95,69,64,81,85,ELECTRONIC ENGINEERING,394
11894,SB11201420155316,M,Stratum 3,PUBLIC,ACADEMIC,77,63,65,74,57,INDUSTRIAL ENGINEERING,336
11895,SB11201420155439,F,Stratum 2,PRIVATE,ACADEMIC,87,67,70,73,77,CIVIL ENGINEERING,374
11896,SB11201420155519,F,Stratum 3,PRIVATE,ACADEMIC,85,67,73,66,100,CHEMICAL ENGINEERING,391
11897,SB11201420155695,F,Stratum 3,PRIVATE,ACADEMIC,64,72,65,69,73,INDUSTRIAL ENGINEERING,343
11898,SB11201420156131,M,Stratum 2,PRIVATE,ACADEMIC,67,63,62,79,79,INDUSTRIAL ENGINEERING,350
11899,SB11201420156308,F,Stratum 3,PRIVATE,ACADEMIC,64,52,53,55,57,CHEMICAL ENGINEERING,281
11900,SB11201420156355,F,Stratum 3,PRIVATE,ACADEMIC,55,57,40,43,50,INDUSTRIAL ENGINEERING,245
11901,SB11201420156459,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,69,78,75,74,93,CHEMICAL ENGINEERING,389
11902,SB11201420158114,M,Stratum 1,PUBLIC,ACADEMIC,55,54,50,46,53,CIVIL ENGINEERING,258
11903,SB11201420158160,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,83,72,78,84,93,CIVIL ENGINEERING,410
11904,SB11201420158280,M,Stratum 5,PRIVATE,ACADEMIC,75,70,71,74,79,INDUSTRIAL ENGINEERING,369
11905,SB11201420158586,M,Stratum 4,PRIVATE,ACADEMIC,67,72,62,65,77,INDUSTRIAL ENGINEERING,343
11906,SB11201420158966,F,Stratum 2,PUBLIC,ACADEMIC,58,52,57,54,41,INDUSTRIAL ENGINEERING,262
11907,SB11201420159549,M,Stratum 2,PRIVATE,ACADEMIC,67,60,67,62,52,CIVIL ENGINEERING,308
11908,SB11201420160498,M,Stratum 2,PRIVATE,ACADEMIC,50,50,54,54,49,CIVIL ENGINEERING,257
11909,SB11201420160526,M,Stratum 2,PRIVATE,ACADEMIC,61,52,58,67,64,INDUSTRIAL ENGINEERING,302
11910,SB11201420160576,F,Stratum 4,PRIVATE,ACADEMIC,74,69,75,71,93,CIVIL ENGINEERING,382
11911,SB11201420161473,F,Stratum 2,PUBLIC,TECHNICAL,69,57,65,66,58,INDUSTRIAL ENGINEERING,315
11912,SB11201420162670,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,79,75,65,76,71,CIVIL ENGINEERING,366
11913,SB11201420163419,M,Stratum 3,PRIVATE,ACADEMIC,75,70,69,68,100,CIVIL ENGINEERING,382
11914,SB11201420163885,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,77,52,54,68,58,CHEMICAL ENGINEERING,309
11915,SB11201420164027,F,Stratum 2,PRIVATE,ACADEMIC,67,65,61,65,64,INDUSTRIAL ENGINEERING,322
11916,SB11201420164612,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,70,67,67,65,79,INDUSTRIAL ENGINEERING,348
11917,SB11201420166130,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,62,60,58,66,68,INDUSTRIAL ENGINEERING,314
11918,SB11201420166255,F,Stratum 2,PUBLIC,TECHNICAL,52,44,42,39,42,INDUSTRIAL ENGINEERING,219
11919,SB11201420166294,F,Stratum 1,PUBLIC,TECHNICAL,67,58,67,64,54,CHEMICAL ENGINEERING,310
11920,SB11201420166379,F,Stratum 4,PRIVATE,ACADEMIC,50,75,62,58,85,CHEMICAL ENGINEERING,330
11921,SB11201420166876,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,81,75,67,72,65,INDUSTRIAL ENGINEERING,360
11922,SB11201420168383,F,Stratum 1,PUBLIC,ACADEMIC,67,67,67,72,65,INDUSTRIAL ENGINEERING,338
11923,SB11201420168568,M,Stratum 1,PUBLIC,ACADEMIC,81,61,66,79,79,MECHANICAL ENGINEERING,366
11924,SB11201420170235,M,Stratum 2,PRIVATE,ACADEMIC,69,54,49,63,45,MECHATRONICS ENGINEERING,280
11925,SB11201420170527,M,Stratum 3,PRIVATE,ACADEMIC,79,57,69,81,81,ELECTRONIC ENGINEERING,367
11926,SB11201420171441,M,Stratum 1,PUBLIC,ACADEMIC,66,70,67,71,64,CHEMICAL ENGINEERING,338
11927,SB11201420171717,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,67,65,61,57,55,INDUSTRIAL ENGINEERING,305
11928,SB11201420171815,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,70,65,67,66,58,INDUSTRIAL ENGINEERING,326
11929,SB11201420172123,M,Stratum 2,PUBLIC,ACADEMIC,64,55,64,69,53,ELECTRONIC ENGINEERING,305
11930,SB11201420172142,M,Stratum 4,PUBLIC,ACADEMIC,72,69,59,71,65,CHEMICAL ENGINEERING,336
11931,SB11201420173388,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,46,61,52,41,49,CIVIL ENGINEERING,249
11932,SB11201420173476,M,Stratum 3,PUBLIC,ACADEMIC,69,70,67,64,54,CHEMICAL ENGINEERING,324
11933,SB11201420173762,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,55,57,52,65,52,CHEMICAL ENGINEERING,281
11934,SB11201420174232,M,Stratum 3,PRIVATE,ACADEMIC,55,45,53,60,60,CIVIL ENGINEERING,273
11935,SB11201420177082,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,74,62,59,68,54,CHEMICAL ENGINEERING,317
11936,SB11201420178089,M,Stratum 2,PUBLIC,ACADEMIC,74,63,73,62,53,PRODUCTION ENGINEERING,325
11937,SB11201420178345,M,Stratum 2,PUBLIC,ACADEMIC,47,57,57,62,66,CIVIL ENGINEERING,289
11938,SB11201420179393,M,Stratum 3,PUBLIC,ACADEMIC,59,51,60,55,55,INDUSTRIAL ENGINEERING,280
11939,SB11201420180074,F,Stratum 2,PUBLIC,ACADEMIC,51,51,46,43,41,INDUSTRIAL ENGINEERING,232
11940,SB11201420180536,F,Stratum 4,PRIVATE,ACADEMIC,67,58,61,54,54,MECHANICAL ENGINEERING,294
11941,SB11201420180651,F,Stratum 4,PRIVATE,ACADEMIC,69,72,65,67,93,INDUSTRIAL ENGINEERING,366
11942,SB11201420181320,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,75,72,71,74,77,CIVIL ENGINEERING,369
11943,SB11201420182330,M,Stratum 1,PUBLIC,ACADEMIC,81,69,75,72,71,CIVIL ENGINEERING,368
11944,SB11201420182705,M,Stratum 3,PRIVATE,ACADEMIC,75,65,61,62,51,INDUSTRIAL ENGINEERING,314
11945,SB11201420183002,F,Stratum 2,PUBLIC,ACADEMIC,56,52,53,54,50,INDUSTRIAL ENGINEERING,265
11946,SB11201420183171,F,Stratum 1,PUBLIC,ACADEMIC,66,60,56,57,50,INDUSTRIAL ENGINEERING,289
11947,SB11201420183468,M,Stratum 3,PRIVATE,ACADEMIC,74,65,69,69,100,MECHANICAL ENGINEERING,377
11948,SB11201420183610,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,56,69,56,57,61,INDUSTRIAL ENGINEERING,299
11949,SB11201420185044,F,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,64,67,66,67,70,CHEMICAL ENGINEERING,334
11950,SB11201420185339,M,Stratum 3,PUBLIC,ACADEMIC,72,63,69,70,59,CIVIL ENGINEERING,333
11951,SB11201420185689,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,85,63,67,83,52,INDUSTRIAL ENGINEERING,350
11952,SB11201420188213,M,Stratum 3,PRIVATE,ACADEMIC,63,58,54,62,54,MECHANICAL ENGINEERING,291
11953,SB11201420188222,M,Stratum 2,PRIVATE,ACADEMIC,56,54,56,63,58,MECHATRONICS ENGINEERING,287
11954,SB11201420188401,M,Stratum 4,PRIVATE,ACADEMIC,81,65,72,79,77,MECHANICAL ENGINEERING,374
11955,SB11201420189386,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,58,62,64,82,CHEMICAL ENGINEERING,330
11956,SB11201420190355,M,Stratum 2,PUBLIC,ACADEMIC,70,61,56,63,45,MECHANICAL ENGINEERING,295
11957,SB11201420190478,M,Stratum 2,PUBLIC,ACADEMIC,95,75,80,88,93,CHEMICAL ENGINEERING,431
11958,SB11201420190861,M,Stratum 2,PUBLIC,TECHNICAL,77,57,65,73,73,ELECTRIC ENGINEERING,345
11959,SB11201420190992,M,Stratum 3,PRIVATE,ACADEMIC,69,65,80,89,69,CIVIL ENGINEERING,372
11960,SB11201420191300,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,52,54,49,62,44,INDUSTRIAL ENGINEERING,261
11961,SB11201420191731,M,Stratum 1,PUBLIC,ACADEMIC,64,55,56,60,44,CIVIL ENGINEERING,279
11962,SB11201420194698,F,Stratum 2,PUBLIC,ACADEMIC,69,57,53,59,48,INDUSTRIAL AUTOMATIC ENGINEERING,286
11963,SB11201420198183,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,69,67,54,67,65,CIVIL ENGINEERING,322
11964,SB11201420198840,F,Stratum 3,PUBLIC,TECHNICAL,55,51,38,54,51,INDUSTRIAL ENGINEERING,249
11965,SB11201420198933,F,Stratum 3,PUBLIC,TECHNICAL,74,75,69,72,88,INDUSTRIAL ENGINEERING,378
11966,SB11201420199459,F,Stratum 2,PUBLIC,TECHNICAL,62,78,71,69,68,INDUSTRIAL ENGINEERING,348
11967,SB11201420199866,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,44,55,59,51,47,CIVIL ENGINEERING,256
11968,SB11201420202713,M,Stratum 2,PUBLIC,TECHNICAL,70,70,75,75,65,INDUSTRIAL ENGINEERING,355
11969,SB11201420204876,M,Stratum 2,PUBLIC,ACADEMIC,85,72,65,73,71,INDUSTRIAL ENGINEERING,366
11970,SB11201420206972,M,Stratum 2,PUBLIC,ACADEMIC,67,60,65,64,59,MECHANICAL ENGINEERING,315
11971,SB11201420206981,M,Stratum 4,PRIVATE,ACADEMIC,95,63,67,74,79,CIVIL ENGINEERING,378
11972,SB11201420209102,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,67,69,67,61,51,INDUSTRIAL ENGINEERING,315
11973,SB11201420209554,F,Stratum 2,PUBLIC,ACADEMIC,47,51,59,58,47,CIVIL ENGINEERING,262
11974,SB11201420209740,F,Stratum 2,PUBLIC,ACADEMIC,66,70,62,68,49,CHEMICAL ENGINEERING,315
11975,SB11201420209758,F,Stratum 2,PUBLIC,ACADEMIC,64,57,60,66,50,CIVIL ENGINEERING,297
11976,SB11201420209836,M,Stratum 2,PUBLIC,ACADEMIC,64,60,61,63,58,CIVIL ENGINEERING,306
11977,SB11201420212975,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,47,52,54,60,48,INDUSTRIAL ENGINEERING,261
11978,SB11201420215982,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,47,56,62,52,INDUSTRIAL ENGINEERING,277
11979,SB11201420216406,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,72,75,93,77,67,ELECTRIC ENGINEERING,384
11980,SB11201420216625,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,81,92,69,77,64,CIVIL ENGINEERING,383
11981,SB11201420217047,F,Stratum 2,PRIVATE,ACADEMIC,77,75,66,81,88,INDUSTRIAL ENGINEERING,387
11982,SB11201420217643,M,Stratum 3,PRIVATE,ACADEMIC,64,65,66,64,67,INDUSTRIAL ENGINEERING,326
11983,SB11201420219613,M,Stratum 2,PUBLIC,TECHNICAL,66,63,65,79,52,CHEMICAL ENGINEERING,325
11984,SB11201420223173,F,Stratum 3,PRIVATE,ACADEMIC,77,65,62,60,73,INDUSTRIAL ENGINEERING,337
11985,SB11201420223268,M,Stratum 1,PUBLIC,ACADEMIC,67,55,71,59,51,CIVIL ENGINEERING,303
11986,SB11201420223770,M,Stratum 6,PRIVATE,ACADEMIC,95,92,77,96,100,CHEMICAL ENGINEERING,460
11987,SB11201420223857,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,50,65,49,57,51,INDUSTRIAL ENGINEERING,272
11988,SB11201420224404,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,74,58,47,65,48,CIVIL ENGINEERING,292
11989,SB11201420226170,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,55,59,60,54,MECHANICAL ENGINEERING,286
11990,SB11201420228008,M,Stratum 4,PRIVATE,ACADEMIC,69,55,61,69,68,MECHANICAL ENGINEERING,322
11991,SB11201420230989,F,Stratum 6,PRIVATE,ACADEMIC,95,65,80,82,75,CIVIL ENGINEERING,397
11992,SB11201420231899,M,Stratum 6,PRIVATE,ACADEMIC,83,67,66,73,82,CIVIL ENGINEERING,371
11993,SB11201420232421,F,Stratum 1,PUBLIC,TECHNICAL,53,56,62,55,54,INDUSTRIAL AUTOMATIC ENGINEERING,280
11994,SB11201420232848,F,Stratum 2,PUBLIC,TECHNICAL,67,75,67,73,69,INDUSTRIAL ENGINEERING,351
11995,SB11201420233080,F,Stratum 4,PUBLIC,ACADEMIC,55,69,57,53,52,ELECTRONIC ENGINEERING,286
11996,SB11201420233510,M,Stratum 3,PUBLIC,ACADEMIC,47,52,57,54,50,INDUSTRIAL ENGINEERING,260
11997,SB11201420233820,M,Stratum 3,PUBLIC,ACADEMIC,72,65,77,69,59,CHEMICAL ENGINEERING,342
11998,SB11201420234437,F,Stratum 2,PRIVATE,ACADEMIC,67,62,64,69,93,MECHANICAL ENGINEERING,355
11999,SB11201420234724,M,Stratum 5,PRIVATE,ACADEMIC,75,63,62,71,75,MECHANICAL ENGINEERING,346
12000,SB11201420234804,F,Stratum 4,PRIVATE,ACADEMIC,89,70,65,81,88,INDUSTRIAL ENGINEERING,393
12001,SB11201420235578,M,Stratum 4,PRIVATE,ACADEMIC,83,79,72,80,100,CHEMICAL ENGINEERING,414
12002,SB11201420235604,M,Stratum 4,PRIVATE,ACADEMIC,72,65,65,76,85,ELECTRONIC ENGINEERING,363
12003,SB11201420235614,M,Stratum 4,PRIVATE,ACADEMIC,100,92,87,82,100,CHEMICAL ENGINEERING,461
12004,SB11201420235636,F,Stratum 4,PRIVATE,ACADEMIC,79,63,88,79,88,INDUSTRIAL ENGINEERING,397
12005,SB11201420235687,M,Stratum 4,PRIVATE,ACADEMIC,79,72,71,80,100,MECHANICAL ENGINEERING,402
12006,SB11201420235889,M,Stratum 3,PRIVATE,ACADEMIC,85,78,81,73,71,CIVIL ENGINEERING,388
12007,SB11201420237573,M,Stratum 3,PRIVATE,ACADEMIC,85,63,58,66,93,MECHANICAL ENGINEERING,365
12008,SB11201420237705,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,79,61,71,83,63,MECHANICAL ENGINEERING,357
12009,SB11201420238858,F,Stratum 3,PUBLIC,ACADEMIC,46,38,43,50,44,INDUSTRIAL ENGINEERING,221
12010,SB11201420239286,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,74,67,67,67,48,CIVIL ENGINEERING,323
12011,SB11201420239776,M,Stratum 2,PRIVATE,ACADEMIC,56,51,51,54,48,MECHANICAL ENGINEERING,260
12012,SB11201420239976,F,Stratum 1,PRIVATE,ACADEMIC,66,67,62,70,68,CHEMICAL ENGINEERING,333
12013,SB11201420240469,F,Stratum 2,PUBLIC,ACADEMIC,55,60,51,56,52,CIVIL ENGINEERING,274
12014,SB11201420240488,F,Stratum 3,PRIVATE,ACADEMIC,66,57,58,63,82,INDUSTRIAL ENGINEERING,326
12015,SB11201420241089,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,70,58,75,64,49,MECHATRONICS ENGINEERING,316
12016,SB11201420241629,M,Stratum 5,PRIVATE,ACADEMIC,89,83,81,83,100,CIVIL ENGINEERING,436
12017,SB11201420241634,M,Stratum 5,PRIVATE,ACADEMIC,87,72,67,76,84,INDUSTRIAL ENGINEERING,386
12018,SB11201420241640,F,Stratum 5,PRIVATE,ACADEMIC,89,79,88,84,100,INDUSTRIAL ENGINEERING,440
12019,SB11201420241642,M,Stratum 5,PRIVATE,ACADEMIC,75,69,75,68,88,INDUSTRIAL ENGINEERING,375
12020,SB11201420242277,M,Stratum 3,PRIVATE,ACADEMIC,65,58,62,60,54,MECHATRONICS ENGINEERING,299
12021,SB11201420242546,M,Stratum 4,PRIVATE,ACADEMIC,83,67,77,79,84,MECHANICAL ENGINEERING,390
12022,SB11201420243386,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,55,57,49,60,62,ELECTRIC ENGINEERING AND TELECOMMUNICATIONS,283
12023,SB11201420243580,F,Stratum 2,PRIVATE,ACADEMIC,70,70,59,66,64,CHEMICAL ENGINEERING,329
12024,SB11201420243640,F,Stratum 3,PRIVATE,ACADEMIC,72,72,62,78,58,CHEMICAL ENGINEERING,342
12025,SB11201420243775,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,63,55,62,58,53,INDUSTRIAL ENGINEERING,291
12026,SB11201420243816,F,Stratum 3,PRIVATE,ACADEMIC,72,62,75,70,64,CHEMICAL ENGINEERING,343
12027,SB11201420244831,F,Stratum 1,PUBLIC,ACADEMIC,59,61,59,73,64,INDUSTRIAL ENGINEERING,316
12028,SB11201420245037,M,Stratum 4,PRIVATE,ACADEMIC,100,92,77,96,93,CIVIL ENGINEERING,458
12029,SB11201420246472,F,Stratum 6,PRIVATE,ACADEMIC,77,60,63,69,88,CHEMICAL ENGINEERING,357
12030,SB11201420246640,M,Stratum 2,PUBLIC,ACADEMIC,67,60,58,77,58,CIVIL ENGINEERING,320
12031,SB11201420246726,F,Stratum 4,PRIVATE,ACADEMIC,77,61,65,75,93,CHEMICAL ENGINEERING,371
12032,SB11201420246752,M,Stratum 2,PUBLIC,ACADEMIC,72,63,69,74,61,MECHANICAL ENGINEERING,339
12033,SB11201420247084,M,Stratum 2,PUBLIC,ACADEMIC,69,69,67,70,60,CHEMICAL ENGINEERING,335
12034,SB11201420247156,F,Stratum 4,PRIVATE,ACADEMIC,64,60,61,63,66,CHEMICAL ENGINEERING,314
12035,SB11201420247297,F,Stratum 3,PRIVATE,ACADEMIC,62,58,52,62,63,CHEMICAL ENGINEERING,297
12036,SB11201420247432,M,Stratum 3,PUBLIC,ACADEMIC,61,65,65,62,59,INDUSTRIAL ENGINEERING,312
12037,SB11201420248081,M,Stratum 6,PRIVATE,ACADEMIC,67,70,62,74,100,CIVIL ENGINEERING,373
12038,SB11201420248676,M,Stratum 2,PRIVATE,ACADEMIC,41,38,52,58,52,MECHANICAL ENGINEERING,241
12039,SB11201420248828,M,Stratum 2,PRIVATE,ACADEMIC,65,61,69,64,67,MECHANICAL ENGINEERING,326
12040,SB11201420248835,M,Stratum 2,PRIVATE,ACADEMIC,62,58,58,73,70,MECHANICAL ENGINEERING,321
12041,SB11201420249088,M,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,77,61,51,63,66,MECHANICAL ENGINEERING,318
12042,SB11201420249248,M,Stratum 5,PRIVATE,ACADEMIC,51,49,56,58,61,INDUSTRIAL ENGINEERING,275
12043,SB11201420249411,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,72,72,61,70,60,INDUSTRIAL ENGINEERING,335
